campaign_contact_id,customer_id,campaign_id,contact_date,campaign_objective,campaign_theme,offer_category,channel,message_variant,delivered_flag,opened_flag,clicked_flag,responded_flag,accepted_offer_flag,unsubscribe_flag,contact_cost,response_delay_days,marketing_consent_lookup,offer_response_check,customer_status_lookup,churn_date_lookup,campaign_timing_check,delivery_open_check,open_click_check,delivery_response_check,post_churn_campaign_flag,consent_issue_flag,offer_response_issue_flag,,
CC000015,C00005,CMP003,2025-07-13,Retention,Financial wellness,Savings,SMS,A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.22,4,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000016,C00006,CMP005,2025-08-13,Engagement,Rewards,Rewards,SMS,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,,FALSE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,TRUE,FALSE,0,0
CC000017,C00007,CMP010,2025-08-02,Cross-sell,Product offer,Rewards,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,11/9/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000018,C00007,CMP005,2025-05-23,Retention,Rewards,Rewards,SMS,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Churned,11/9/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000019,C00008,CMP009,2025-09-09,Cross-sell,Product offer,Credit card,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,11/2/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000020,C00008,CMP012,2025-03-14,Cross-sell,Product offer,Credit card,Call,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6.98,,TRUE,Valid,Churned,11/2/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000021,C00008,CMP009,2025-06-19,Cross-sell,Product offer,Savings,Call,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.9,,TRUE,Valid,Churned,11/2/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000022,C00008,CMP002,2025-01-15,Engagement,Rewards,None,Branch,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.65,,TRUE,Valid,Churned,11/2/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000023,C00010,CMP005,2025-11-04,Engagement,Rewards,Rewards,Push,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,8,TRUE,Valid,Churned,10/6/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,1,0
CC000024,C00010,CMP009,2025-04-20,Cross-sell,Product offer,Personal loan,SMS,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,,TRUE,Valid,Churned,10/6/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000025,C00010,CMP008,2025-05-01,Cross-sell,Product offer,Rewards,Push,A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,7,TRUE,Valid,Churned,10/6/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000026,C00011,CMP011,2025-08-03,Cross-sell,Product offer,Personal loan,SMS,A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.22,6,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000027,C00011,CMP010,2025-06-03,Engagement,Rewards,None,SMS,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000028,C00011,CMP010,2025-08-25,Retention,Rewards,None,SMS,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.18,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000029,C00012,CMP001,2025-03-19,Engagement,Rewards,Rewards,SMS,B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16,,TRUE,Valid,Churned,9/23/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000030,C00012,CMP010,2025-02-16,Retention,Financial wellness,Rewards,Push,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,9/23/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000031,C00012,CMP007,2025-11-20,Cross-sell,Product offer,Savings,Push,A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.02,0,TRUE,Valid,Churned,9/23/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,1,1
CC000032,C00012,CMP008,2025-01-14,Engagement,Rewards,None,Email,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Churned,9/23/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000033,C00013,CMP006,2025-03-18,Engagement,Rewards,Rewards,Email,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000034,C00015,CMP002,2025-05-18,Cross-sell,Product offer,Credit card,Branch,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.27,,TRUE,Valid,Churned,10/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000035,C00015,CMP006,2025-05-07,Retention,Fee relief,Personal loan,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Churned,10/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000036,C00015,CMP004,2025-03-17,Engagement,Financial wellness,None,Branch,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,20.76,2,TRUE,Valid,Churned,10/15/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000037,C00016,CMP004,2025-04-12,Engagement,Financial wellness,None,Email,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000038,C00016,CMP007,2025-12-03,Retention,Product offer,Rewards,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000039,C00017,CMP010,2025-12-08,Engagement,Rewards,None,Push,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/7/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000040,C00017,CMP004,2025-05-19,Retention,Rewards,None,Push,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/7/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000041,C00017,CMP006,2025-05-21,Engagement,Financial wellness,Rewards,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/7/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000042,C00019,CMP002,2025-02-12,Engagement,Rewards,Rewards,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000043,C00019,CMP001,2025-09-03,Retention,Service recovery,Rewards,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000044,C00022,CMP012,2025-03-17,Engagement,Financial wellness,Rewards,Push,C,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.02,2,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000045,C00022,CMP012,2025-03-17,Cross-sell,Product offer,Personal loan,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.22,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000046,C00022,CMP005,2025-10-08,Retention,Fee relief,Rewards,Push,A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,6,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000047,C00024,CMP012,2025-04-21,Retention,Financial wellness,Investment,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/10/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000048,C00024,CMP003,2025-12-22,Engagement,Rewards,Savings,SMS,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.15,,TRUE,Valid,Churned,10/10/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000049,C00025,CMP002,2025-04-02,Retention,Service recovery,None,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000050,C00025,CMP011,2025-12-16,Retention,Product offer,None,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000051,C00025,CMP010,2025-06-25,Retention,Fee relief,None,Email,B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000052,C00025,CMP009,2025-09-23,Engagement,Rewards,Rewards,Branch,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20.91,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000053,C00025,CMP009,2025-04-04,Engagement,Financial wellness,None,Push,C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000054,C00026,CMP002,2025-06-13,Retention,Rewards,None,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000055,C00026,CMP003,2025-04-01,Retention,Product offer,Rewards,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000056,C00026,CMP002,2025-06-13,Cross-sell,Product offer,Credit card,Push,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000057,C00027,CMP005,2025-10-19,Cross-sell,Product offer,Investment,Push,A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.02,1,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,1
CC000058,C00028,CMP007,2025-12-16,Engagement,Rewards,Rewards,Push,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,9/24/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000059,C00029,CMP001,2025-08-12,Retention,Financial wellness,Rewards,Push,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,FALSE,Valid,Churned,9/9/2025,Valid or active,Valid,Valid,Valid,FALSE,TRUE,FALSE,0,0
CC000060,C00030,CMP005,2025-02-14,Cross-sell,Product offer,Credit card,Email,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000061,C00030,CMP009,2025-06-09,Engagement,Rewards,Rewards,Email,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000062,C00031,CMP004,2025-12-08,Cross-sell,Product offer,Personal loan,SMS,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.21,,FALSE,Valid,Churned,10/7/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,TRUE,FALSE,0,0
CC000063,C00032,CMP012,2025-03-11,Engagement,Financial wellness,Savings,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000064,C00032,CMP002,2025-07-01,Engagement,Fee relief,Rewards,Push,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000065,C00032,CMP007,2025-08-05,Engagement,Rewards,None,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000066,C00032,CMP011,2025-10-07,Cross-sell,Product offer,Investment,SMS,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000067,C00032,CMP007,2025-01-02,Retention,Fee relief,Personal loan,Email,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000068,C00033,CMP007,2025-08-16,Cross-sell,Product offer,Credit card,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,11/8/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000069,C00033,CMP005,2025-06-23,Engagement,Rewards,None,Call,C,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,7.41,1,TRUE,Valid,Churned,11/8/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000070,C00034,CMP011,2025-05-02,Cross-sell,Product offer,Savings,SMS,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000071,C00034,CMP008,2025-07-19,Retention,Fee relief,None,Email,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000072,C00034,CMP007,2025-07-11,Retention,Service recovery,None,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000073,C00035,CMP007,2025-01-16,Cross-sell,Product offer,Personal loan,Push,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,12/26/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000074,C00035,CMP005,2025-05-01,Retention,Service recovery,Rewards,Branch,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15.85,,TRUE,Valid,Churned,12/26/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000075,C00035,CMP008,2025-05-03,Cross-sell,Product offer,Personal loan,Branch,B,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15.4,,TRUE,Valid,Churned,12/26/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000076,C00035,CMP003,2025-05-18,Retention,Financial wellness,None,Branch,C,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,20.88,5,TRUE,Valid,Churned,12/26/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000077,C00036,CMP012,2025-06-01,Cross-sell,Product offer,Rewards,Push,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,11/3/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000078,C00036,CMP010,2025-12-09,Engagement,Rewards,Savings,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,11/3/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000079,C00036,CMP002,2025-05-03,Retention,Financial wellness,Rewards,Push,C,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.02,2,TRUE,Valid,Churned,11/3/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000080,C00037,CMP007,2025-12-10,Engagement,Financial wellness,Savings,SMS,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Churned,11/26/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000081,C00037,CMP004,2025-07-06,Retention,Fee relief,Rewards,SMS,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.16,,TRUE,Valid,Churned,11/26/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000082,C00039,CMP011,2025-05-05,Cross-sell,Product offer,Personal loan,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000083,C00040,CMP012,2025-10-17,Cross-sell,Product offer,Investment,Push,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,,FALSE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,TRUE,FALSE,0,0
CC000084,C00041,CMP003,2025-01-09,Retention,Fee relief,None,SMS,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.17,2,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000085,C00041,CMP009,2025-10-23,Retention,Service recovery,Rewards,Push,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000086,C00041,CMP006,2025-10-05,Engagement,Rewards,Savings,Push,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000087,C00041,CMP011,2025-10-03,Engagement,Fee relief,None,SMS,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.2,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000088,C00042,CMP009,2025-07-09,Retention,Rewards,Rewards,Push,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/19/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000089,C00042,CMP005,2025-12-15,Cross-sell,Product offer,Credit card,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/19/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000090,C00042,CMP008,2025-06-01,Engagement,Financial wellness,Rewards,Push,C,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/19/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000091,C00042,CMP006,2025-06-20,Cross-sell,Product offer,Investment,Push,A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Churned,10/19/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000092,C00043,CMP003,2025-10-17,Engagement,Rewards,Rewards,SMS,C,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.21,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000093,C00043,CMP011,2025-06-07,Engagement,Rewards,Rewards,SMS,B,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.21,8,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000094,C00043,CMP005,2025-04-18,Cross-sell,Product offer,Credit card,Email,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000095,C00043,CMP010,2025-04-24,Engagement,Financial wellness,None,SMS,A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.22,0,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000096,C00044,CMP008,2025-11-20,Cross-sell,Product offer,Personal loan,SMS,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.19,,TRUE,Valid,Churned,10/19/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000097,C00046,CMP010,2025-04-14,Cross-sell,Product offer,Savings,Email,B,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Churned,10/10/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000098,C00046,CMP007,2025-12-04,Engagement,Rewards,None,Email,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.04,,TRUE,Valid,Churned,10/10/2025,Post-churn campaign,Valid,Valid,Valid,TRUE,FALSE,FALSE,0,0
CC000099,C00046,CMP003,2025-01-24,Cross-sell,Product offer,Credit card,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Churned,10/10/2025,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000100,C00047,CMP002,2025-01-09,Cross-sell,Product offer,Personal loan,Email,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000101,C00048,CMP008,2025-11-21,Cross-sell,Product offer,Investment,Push,A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02,7,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,1,0
CC000102,C00048,CMP005,2025-12-04,Cross-sell,Product offer,Rewards,Push,A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000103,C00048,CMP007,2025-02-17,Engagement,Fee relief,Rewards,Email,C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
CC000104,C00048,CMP006,2025-12-12,Retention,Product offer,None,Email,B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,,TRUE,Valid,Active,,Valid or active,Valid,Valid,Valid,FALSE,FALSE,FALSE,0,0
